Lana Del Rey,The Man I Love,"All that's real to me,  
Is Marilyn and Jesus.  
Jumping off'a bridges,  
Sparklers and streamers.  
  
Honey, I wanna fly,  
I wanna fly, I wanna fly.  
  
All that's real to me,  
Is Halloween and Jesus,  
Coney Island beaches,  
Chandeliers and seizures.  
  
Honey, I wanna fly,  
I wanna fly, I wanna fly.  
  
I can't be with the man I love,  
I can't be if he treats me rough.  
I can't see him, I can't call him up.  
  
All that's real to me,  
Is trailer parks and beaches,  
Alabama freezes,  
Platinum impeaches.  
  
Honey, I wanna fly,  
I wanna fly, I wanna fly.  
  
All that's real to me,  
Is Halloween and Jesus,  
Coney Island beaches,  
Chandeliers and seizures.  
  
Honey, I wanna fly,  
I wanna fly, I wanna fly.  
  
I can't be with the man I love,  
I can't be if he treats me rough.  
I can't see him, I can't call him up.  
  
All that's real to me,  
Is Marilyn and Jesus.  
Jumping off'a bridges,  
Sparklers and streamers.  
  
I can't be with the man I love,  
I can't be if he treats me rough.  
I can't see him, I can't call him up.

"
Lana Del Rey,The Other Woman,"The other woman finds time  
To manicure her nails  
The other woman is perfect where her rival fails  
And she's never seen with pin curls in her hair anywhere  
  
The other woman enchants her clothes with French perfume  
The other woman keeps fresh cut flowers in each room  
There are never toys that's scattered everywhere  
  
And when her old man comes to call  
He finds her waiting like a lonesome queen  
Cause to be by her side  
It's such a change from old routine  
  
But the other woman will always cry herself to sleep  
The other woman will never have his love to keep  
And as the years go by the other woman  
Will spend her life alone  
  
But the other woman will always cry herself to sleep  
The other woman will never have his love to keep  
And as the years go by the other woman  
Will spend her life alone

"
Lana Del Rey,This Is What Makes Us Girls,"Remember how we used to party up all night  
Sneaking out and looking for a taste of real life  
Drinking in the small town firelight  
(Pabst Blue Ribbon on ice)  
  
Sweet sixteen and we had arrived  
Walking down the street as they whistle, ""Hi, hi!""  
Stealin' police cars with the senior guys  
Teachers said we'd never make it out alive  
  
There she was my new best friend  
High heels in her hands, swayin' in the wind  
While she starts to cry, mascara runnin' down her little Bambi eyes:  
""Lana, how I hate those guys.""  
  
This is what makes us girls  
We don't look for heaven and we put our love first  
Don't you know we'd die for it? It's a curse  
Don't cry about it, don't cry about it  
This is what makes us girls  
We don't stick together 'cause we put our love first  
Don't cry about him, don't cry about him  
It's all gonna happen  
  
And that's where the beginning of the end begun  
Everybody knew that we had too much fun  
We were skippin' school and drinkin' on the job  
(With the boss)  
  
Sweet sixteen and we had arrived  
Baby's table dancin' at the local dive  
Cheerin our names in the pink spotlight  
Drinkin' cherry schnapps in the velvet night  
  
Know we used to go break in  
to the hotel pool, glittering we'd swim  
Runnin' from the cops in our black bikini tops  
screaming, ""Get us while we're hot""  
""We don't give a whaaat!""  
  
This is what makes us girls  
We don't look for heaven and we put our love first  
Don't you know we'd die for it? It's a curse  
Don't cry about it, don't cry about it  
This is what makes us girls  
We don't stick together 'cause we put our love first  
Don't cry about him, don't cry about him  
It's all gonna happen  
  
The prettiest crowd that you had ever seen  
Ribbons in our hair and our eyes gleamed mean  
A freshmen generation of degenerate beauty queens  
And you know something?  
  
They were the only friends I ever had  
We got into trouble and when stuff got bad  
I got sent away, I was waving on the train platform  
Crying 'cause I know I'm never comin' back.  
  
This is what makes us girls  
We don't look for heaven and we put our love first  
Don't you know we'd die for it? It's a curse  
Don't cry about it, don't cry about it  
This is what makes us girls  
Darlin' little queens do you know what you're worth?  
I'll tell you everyday till you get it, girl  
It's all gonna happen  
  
This is what makes us girls now, baby.  
This is why we rule the world now, baby.  
This is what makes us girls now, baby.  
Why we rule the world now, baby, oh.  
  
This is what makes us girls now, baby.  
This is why we rule the world now, baby.  
This is what makes us girls now, baby.  
Why we rule the world now, baby, oh.

"
Lana Del Rey,Trash,"Don't ya wanna come to my motel honey?  
Don't ya wanna hold me down, tell me that you love me?  
Don't ya know that I have really never loved nobody, but you? X2  
I'll do my hair up all high and wild, wild flowers tied  
Green swimming pool pink flamingos, high christmas lights  
Blue bedspread and silver tinsel, my hearts delight  
Don't ya wanna come to my motel honey?  
Don't ya wanna hold me down, tell me that you love me?  
Don't ya know that I have really never loved nobody, but you? X2  
Do you like my fake nails daddy?  
Black palmtree pink tiger-stripes  
Used to go to the kamfreena  
Will you buy me a slice of cherry pie?  
We didn't know much, just worked at night  
Sweet trailer light  
1, 2...  
Don't ya wanna come to my motel honey?  
Don't ya wanna hold me down, tell me that you love me?  
Don't ya know that I have really never loved nobody, but you?  
Don't ya wanna come to my motel honey?  
Don't ya wanna hold me down, tell me that you love me?  
Don't ya know that I have really never loved nobody, but you  
He said: Lana-Ray, will you serve me lemonade?  
And I said: yes Bill I will, it's the day of the parade  
  
And you look even more handsome than you did  
The day that I left you  
How do you spend your nights, honey?  
Still watchin' tv? I long to be in your arms, honey,  
Come back to me  
Please  
Don't ya wanna come to my motel honey?  
Don't ya wanna hold me down, tell me that you love me?  
Don't ya know that I have really never loved nobody, but you?  
Don't ya wanna come to my motel honey?  
Don't ya wanna hold me down, tell me that you love me?  
Don't ya know that I have really never loved nobody, but you?  
All I want is to feel good  
All I want is to feel good  
All I want is to feel good, you know?  
Come on now if you want to  
If you want to if you want to  
It's been a long time  
Don't ya wanna come to my motel honey?  
Don't ya wanna hold me down, tell me that you love me?  
Don't ya know that I have really never loved nobody, but you?  
Don't ya wanna come to my motel honey?  
Don't ya wanna hold me down, tell me that you love me?  
Don't ya know that I have really never loved nobody, but you?

"
Lana Del Rey,Us Against The World,"What do you need to get high for,  
When your baby's so die for?  
Quit your job let's make a ride for it.  
  
If you want it supersize,  
I can do that for you.  
If you want it double fries,  
I can do that for you.  
  
If you wanna good surprise,  
I can do that for you.  
If you won't believe your eyes,  
I can do that for you.  
  
What do you need to get high for,  
When your baby's so die for?  
Quit your job let's make a ride for,  
It's us against the world.  
  
If you want a cola,  
I can make it colder.  
If you want a bad girl,  
Nobody's bolder.  
And if you want the Queen,  
Of New York then you,  
Better call me, call me.  
  
If you want some dirty lies,  
I can do that for you.  
Watch me dance for other guys,  
I can do that for you.  
  
Tell you everythin's alright,  
I can do that for you.  
Never ever leave your side,  
I can do that for you.  
  
What do I need to get high for?  
There ain't no reason to cry for.  
Quit your job, let's make a life,  
Boy, it's us against the world.  
  
If you want a cola,  
I can make it colder.  
If you want a bad girl,  
Nobody's bolder.  
And if you want the Queen,  
Of New York then you,  
Better call me, call me.  
  
Lights, lights,  
Sights, sights.  
Buy me Coca Cola,  
In the middle,  
Of the night.  
Ah-ah-ah, ah-ah-ah.  
  
Lights, lights,  
Sights, sights.  
Buy me Coca Cola,  
In the middle,  
Of the night.  
Ah-ah, ah-ah.  
  
What do you need to get high for,  
When your baby's so die for?  
Quit your job let's make a ride for,  
It's us against the world.  
  
If you want a cola,  
I can make it colder.  
If you want a bad girl,  
Nobody's bolder.  
And if you want the Queen,  
Of New York then you,  
Better call me, call me.  
  
If you want a cola,  
I can make it colder.  
If you want a bad girl,  
Nobody's bolder.  
And if you want the Queen,  
Of New York then you,  
Better call me, call me

"
Lana Del Rey,Velvet Cowbar,"I was addicted to you,  
But I didn't know it.  
You were afflicted by booze,  
You didn't show it, huh.  
  
Life is a velvet crowbar,  
Hittin' you over the head.  
You're bleeding but you want more,  
""This is so like you,"" I said,  
""Put yourself on back to bed.""  
  
You're like crack to me,  
I don't want to leave,  
I'm watchin' you sleep,  
Pray you'll start breathin'.  
My baby's on his,  
Eighth life darlin',  
Stayin' with him,  
Till the mornin'.  
  
You're like crack to me,  
So fun I can't see.  
With your golden grill,  
Your purple dream.  
My baby's on his,  
Eighth life darlin'.  
Gonna watch him,  
Till the mornin'.  
  
I was addicted to you,  
Didn't wanna blow it.  
You were a dick with your crew,  
Always on the road.  
  
You wanna touch life so hard,  
Why can't you give it a rest?  
You're not that bright for a star,  
Burned yourself out, nothing left.  
  
You're like crack to me,  
I don't want to leave,  
I'm watchin' you sleep,  
Pray you'll start breathin'.  
My baby's on his,  
Eighth life darlin',  
Stayin' with him,  
Till the mornin'.  
  
You're like crack to me,  
So fun I can't see.  
With your golden grill,  
Your purple dream.  
My baby's on his,  
Eighth life darlin'.  
Gonna watch him,  
Till the mornin'.  
  
Styrofome on the microphone,  
Can't give it up,  
Can't go it alone.  
Flame coloured paradise,  
For you darlin',  
But death doesn't come,  
With a warning.  
  
Life is a velvet crowbar,  
Hittin' you over the head.  
You're bleeding syrup amour,  
Bleeding to death.  
  
You're like crack to me,  
I don't want to leave,  
I'm watchin' you sleep,  
Pray you'll start breathin'.  
My baby's on his,  
Eighth life darlin',  
Stayin' with him,  
Till the mornin'.  
  
You're like crack to me,  
So fun I can't see.  
With your golden grill,  
Your purple dream.  
My baby's on his,  
Eighth life darlin'.  
Gonna watch him,  
Till the mornin'.  
  
(My baby's on his),  
(Last life, darlin').  
(Gonna stay around),  
(Till morning).  
  
(My baby's on his),  
(Last life, darlin').  
(I've got to stick around),  
(Till morning)

"
Lana Del Rey,Video Games,"Swinging in the backyard  
Pull up in your fast car whistling my name  
  
Open up a beer  
And you say get over here and play a video game  
  
I'm in his favorite sun dress  
Watching me get undressed take that body downtown  
  
I say you the bestest  
Lean in for a big kiss put his favorite perfume on  
  
Go play your video game  
  
It's you, it's you, it's all for you  
Everything I do  
I tell you all the time  
Heaven is a place on earth with you  
Tell me all the things you want to do  
I heard that you like the bad girls honey, is that true?  
It's better than I ever even knew  
They say that the world was built for two  
Only worth living if somebody is loving you  
Baby now you do  
  
Singing in the old bars  
Swinging with the old stars  
Living for the fame  
  
Kissing in the blue dark  
Playing pool and wild darts  
Video games  
  
He holds me in his big arms  
Drunk and I am seeing stars  
This is all I think of  
  
Watching all our friends fall  
In and out of Old Paul's  
This is my idea of fun  
Playing video games  
  
It's you, it's you, it's all for you  
Everything I do  
I tell you all the time  
Heaven is a place on earth with you  
Tell me all the things you want to do  
I heard that you like the bad girls honey, is that true?  
It's better than I ever even knew  
They say that the world was built for two  
Only worth living if somebody is loving you  
Baby now you do (Now you do)  
  
It's you, it's you, it's all for you  
Everything I do  
I tell you all the time  
Heaven is a place on earth with you  
Tell me all the things you want to do  
I heard that you like the bad girls honey, is that true?  
It's better than I ever even knew  
They say that the world was built for two  
Only worth living if somebody is loving you  
Baby now you do (Now you do)  
  
Now you do (Now you do)

"
Lana Del Rey,Wait,"Wait a little longer, kid  
What you grow up so fast for?  
Why you're doing like I did?  
Didn't you say I got what I asked for  
But you're afraid to find out  
Wake me and climb out  
But you're always close to me  
You got a different story  
It's the same damn thing  
Got a long way, rest your feet  
I know you can do anything  
  
You are such a handsome boy  
Don't you give up your glory  
Why you wanna hit them streets?  
Didn't you ever hear my story?  
And it's fine to waste time  
But you've gotta beautiful mind  
And you're always close to me  
You're a different kid but it's the same damn thing  
And it's a long way, you better rest your feet  
I know that you want everything  
  
That's what you told me  
I still believe you  
I still see it's true  
I need you and I know you dear  
But if you've gotta make it then  
I can take it from here  
  
Wait a little longer, kid  
Didn't I never say I would miss you?  
Don't go until I come home  
Please don't go until I kiss you  
And it's hard to grow up  
But we all know it's tough  
Yea you're always close to me  
You'll have a different story,  
It's the same damn thing  
You got a long, come on and rest your feet  
I know you can do anything

"
Lana Del Rey,Westbound,"You didn't think about anyone else  
You didn't think about any of us  
When you left that place  
You didn't wanna go anywhere else  
Nothing could satisfy you to you left  
So you went away  
Where you go?  
Where are you now  
I ask about  
So many of my friends  
Oh about their ends  
What about us?  
I'll reach us to dust  
On the floor again  
I thought we were on an end  
  
You really put me in a quite a position  
You got me struggling as a musician  
With the song  
You like to write about all of your problems  
The... Songs because you think it was often  
But you're wrong  
Why did you go  
Why did you unknown  
Maybe my question is  
Why must I come to this  
You talk about being strong yeah  
How I wanna be you and your melody  
  
Tryin to learn about something important  
You keep taking onf space you're annoying  
But our love is so  
Yeah you already know  
You're tryin to teach me that new is a living  
You're tryin to teach me way to forgiving  
Make it hard  
You're such a bad bad boy  
I love you anyway  
No matter what what they say  
You were not approved  
But you are on the moon  
I care about at this terms out  
It's just more than I  
Heaven know how to fight  
I guess I'm...  
Tell me I have to, tell me I have to  
I know you couldn't  
I said I know you could  
Where are you now  
I ask about

"
Lana Del Rey,Yayo,"I like the snake on your tattoo  
I like the Ivy and the  
Ink blue, yayo, yeah you, yayo  
  
You have to take me right now  
From this dark trailer park  
Life now, yayo, how now, yayo  
  
Put me onto your black motorcycle  
Fifties baby doll dress for my 'I do""  
It only takes two hours to Nevada  
I wear your sparkle  
You call me your mama  
  
Let me put on a show for you daddy  
Let me put on a show  
Let me put on a show for you tiger,  
Let me put on a show  
  
I need you like  
A baby when I hold you  
Like a drug  
Like I told you  
  
Yayo, yes you, yayo  
  
Put me onto your black motorcycle  
Fifties baby doll dress for my 'I do""  
It only takes two hours to Nevada  
I wear your sparkle  
You call me your mama  
  
Let me put on a show for you daddy  
Let me put on a show  
Let me put on a show for you tiger  
Let me put on a show  
  
Hello Heaven  
You are a tunnel lined with yellow lights  
On a dark night (Dark night)  
  
Yayo, yes you, yayo  
  
Put me onto your black motorcycle  
Fifties baby doll dress for my 'I do""  
It only takes two hours to Nevada  
I wear your sparkle  
You call me your mama  
  
Let me put on a show for you daddy  
Let me put on a show  
Let me put on a show for you tiger  
Let me put on a show

"
Lana Del Rey,You Can Be The Boss,"You taste like the fourth of July  
Malt liquor on your breath, my, my  
I love you but I don't know why...  
  
You can be the boss, daddy  
You can be the boss  
Taste like a keg party, back on the sauce  
I like you a lot, I like you a lot  
Don't let it stop...  
You can be the boss, daddy  
You can be the boss  
Bad to the bone, sick as a dog  
You know that I like, like you a lot  
Don't let it stop...  
  
He had a cigarette with his number on it  
He gave it over to me, ""do you want it?""  
I knew it was wrong but I palmed it  
I saved it, I waited, I called it  
The liquor on your lips, the liquor on your lips  
The liquor on your lips makes you dangerous  
I knew it was wrong, I'm beyond it  
I tried to be strong but I lost it.  
  
You taste like the fourth of July  
Malt liquor on your breath, my, my...  
  
You can be the boss, daddy  
You can be the boss  
Taste like a keg party, back on the sauce  
I like you a lot, I like you a lot  
Don't let it stop...  
You can be the boss, daddy  
You can be the boss  
Bad to the bone, sick as a dog  
You know that I like, like you a lot  
Don't let it stop...  
  
He has a white corvette like I want it  
A fire in his eyes, no, I saw it  
He's bleeding from his brain and his wallet  
He's sick and he's taken but honest  
The liquor on your lips, the liquor on your lips  
The liquor on his lips I just can't resist  
As close as I'll get to the darkness  
He tells me to ""shut up, I got this.""  
  
You taste like the fourth of July  
Malt liquor on your breath, my, my...  
  
You can be the boss, daddy  
You can be the boss  
Taste like a keg party, back on the sauce  
I like you a lot, I like you a lot  
Don't let it stop...  
You can be the boss, daddy  
You can be the boss  
Bad to the bone, sick as a dog  
You know that I like, like you a lot  
Don't let it stop...  
  
I need you, I need you babe  
Like I never needed anyone  
You're wrong but you're so much fun  
You say you trat me mean to keep  
The opinion of that night  
But you taste like the fourth of July  
Malt liquor on your breath, my, my...  
  
You can be the boss, daddy  
You can be the boss  
Taste like a keg party, back on the sauce  
I like you a lot, I like you a lot  
Don't let it stop...  
You can be the boss, daddy  
You can be the boss  
Bad to the bone, sick as a dog  
You know that I like, like you a lot  
Don't let it stop...

"
